Gender,Manager Level,Title,Age,Education Degree,Confident,Capable,Efficient,Intelligent,Friendly,Trustworthy,Warm,Sincere,Jealous,Envious,Admiring,Proud,Inspired,Angry,Disgusted,Hateful,Frustrated,Ashamed,Pity,Sympathy
Male,Middle,C-Level,48,MBA,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree
Male,Level,Board Member,56,Bachelor,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Neutral,Agree
Female,Top,Organizational Manager,48,PhD,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral
Female,Middle,Board Member,39,PhD,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Disagree,Agree
Female,Middle,President,43,PhD,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Disagree
Male,Level,President,48,PhD,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree
Male,Top,Organizational Manager,52,MBA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree
Male,Middle,C-Level,54,Master,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Neutral
Male,Middle,Board Member,58,PhD,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
Female,Middle,Supervisor,59,PhD,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree
Female,Level,Board Member,45,Master,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral
Female,Top,Board Member,44,MBA,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree
Female,Level,Organizational Manager,44,Bachelor,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree
Male,Level,C-Level,50,Bachelor,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree
Male,Top,Organizational Manager,42,Master,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Neutral
Female,Middle,Board Member,50,Master,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree
Female,Middle,Assistant Manager,59,Bachelor,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree
Male,Middle,C-Level,38,Bachelor,Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree
Male,Level,Board Member,59,MBA,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Disagree
Male,Top,C-Level,59,PhD,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Neutral
Male,Top,Vice-president,45,PhD,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral
Female,Top,President,48,Bachelor,Strongly Agree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree
Male,Level,C-Level,41,PhD,Strongly Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree
Female,Top,C-Level,39,MBA,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree
Male,Level,Organizational Manager,56,PhD,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree
Male,Middle,Board Member,56,MBA,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Level,Board Member,38,Bachelor,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree
Female,Top,Assistant Manager,52,Master,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree
Female,Level,Vice-president,51,Master,Strongly Disagree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree
Male,Middle,Supervisor,42,Master,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral
Male,Top,Vice-president,52,PhD,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral
Female,Middle,Board Member,55,PhD,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree
Female,Middle,Assistant Manager,49,Master,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral
Male,Top,Board Member,57,PhD,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Disagree
Female,Top,Board Member,49,Bachelor,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree
Male,Middle,Board Member,47,MBA,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree
Male,Level,Vice-president,40,MBA,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree
Female,Level,Assistant Manager,42,Bachelor,Strongly Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Female,Top,C-Level,49,Master,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree
Male,Level,Board Member,49,Bachelor,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree
Female,Top,Assistant Manager,39,Master,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree
Female,Level,Vice-president,48,PhD,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree
Female,Level,Vice-president,58,Master,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
Female,Top,President,48,Bachelor,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
Male,Level,President,55,PhD,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree
Male,Top,Assistant Manager,59,Master,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Neutral
Female,Top,Assistant Manager,47,MBA,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree
Male,Level,Assistant Manager,58,PhD,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral
Male,Level,C-Level,48,MBA,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree
Male,Middle,Assistant Manager,58,PhD,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree
Female,Middle,Organizational Manager,55,PhD,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree
Male,Level,Board Member,41,Bachelor,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral
Female,Middle,Board Member,53,PhD,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Disagree
Female,Level,Organizational Manager,44,Master,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree
Male,Top,Board Member,56,Bachelor,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree
Male,Top,Assistant Manager,49,Bachelor,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Agree
Female,Level,President,39,Bachelor,Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral
Female,Middle,Organizational Manager,42,PhD,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral
Male,Top,President,52,Master,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree
Female,Middle,Assistant Manager,48,MBA,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree
Female,Top,Board Member,51,PhD,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Agree
Female,Top,Board Member,44,MBA,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree
Female,Level,C-Level,46,PhD,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral
Female,Level,Board Member,55,MBA,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree
Female,Top,Supervisor,39,Bachelor,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree
Female,Level,Vice-president,40,Bachelor,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree
Male,Middle,Board Member,51,Master,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
Male,Top,Supervisor,50,MBA,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree
Female,Middle,President,53,Bachelor,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Disagree
Female,Middle,Board Member,56,MBA,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Agree,Disagree
Female,Level,President,58,MBA,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree
Male,Level,President,58,MBA,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree
Male,Level,C-Level,51,Bachelor,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
Female,Level,Assistant Manager,39,PhD,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree
Male,Top,President,50,PhD,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree
Male,Top,Assistant Manager,50,PhD,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Male,Middle,Supervisor,45,PhD,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Neutral
Male,Middle,Organizational Manager,46,MBA,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
